content,category
How do I request a refund for order #86106?,refund_request
I've been waiting 2 weeks for replacement and still nothing!,complaint
I've been waiting too long for refund and still nothing!,complaint
I forgot my password. Can you help me reset it?,account_inquiry
This is unacceptable. The delivery time is terrible.,complaint
Does the printer come with manual?,product_information
This is unacceptable. The product quality is terrible.,complaint
I'd like to cancel my order and receive a full refund.,refund_request
What are the camera quality of the smartwatch?,product_information
This is unacceptable. The delivery time is terrible.,complaint
Is the camera compatible with phone?,product_information
I'm very disappointed with product quality.,complaint
My camera won't charge. Can you help?,technical_support
Your service is the worst I've experienced.,complaint
What are the specifications of the laptop?,product_information
How do I check my account status?,account_inquiry
I'm filing a complaint about product quality.,complaint
This is unacceptable. The packaging is terrible.,complaint
I forgot my password. Can you help me reset it?,account_inquiry
How do I check my account status?,account_inquiry
I forgot my password. Can you help me reset it?,account_inquiry
Can I get my money back for phone? It doesn't work properly.,refund_request
The headphones arrived damaged. I need a refund please.,refund_request
When does my subscription renew?,account_inquiry
I'd like to cancel my order and receive a full refund.,refund_request
I'm having trouble turn on with my camera.,technical_support
My smartwatch won't turn on. Can you help?,technical_support
I'd like to cancel my order and receive a full refund.,refund_request
I want to return my phone and get a refund.,refund_request
Does the camera come with warranty?,product_information
When does my membership renew?,account_inquiry
Can I update my shipping address?,account_inquiry
I keep getting an error when trying to connect.,technical_support
How do I request a refund for order #54717?,refund_request
I'm very disappointed with delivery time.,complaint
The laptop arrived damaged. I need a refund please.,refund_request
I want to return my phone and get a refund.,refund_request
Can I update my email address?,account_inquiry
When does my subscription renew?,account_inquiry
How do I check my account settings?,account_inquiry
The price feature isn't working on my phone.,technical_support
Your customer support is the worst I've experienced.,complaint
Can I update my payment method?,account_inquiry
What are the camera quality of the laptop?,product_information
My tablet won't turn on. Can you help?,technical_support
Can you tell me more about the warranty feature?,product_information
How do I check my account history?,account_inquiry
I'm filing a complaint about service.,complaint
I keep getting an error when trying to update.,technical_support
I'm having trouble turn on with my headphones.,technical_support
I forgot my password. Can you help me reset it?,account_inquiry
I've been waiting too long for response and still nothing!,complaint
I'm filing a complaint about customer support.,complaint
I'm filing a complaint about customer support.,complaint
When does my subscription renew?,account_inquiry
This is unacceptable. The packaging is terrible.,complaint
Can I get my money back for tablet? It doesn't work properly.,refund_request
I'd like to cancel my order and receive a full refund.,refund_request
My tablet won't download. Can you help?,technical_support
I'd like to cancel my order and receive a full refund.,refund_request
How do I update my account?,account_inquiry
The laptop arrived damaged. I need a refund please.,refund_request
I keep getting an error when trying to turn on.,technical_support
Your delivery time is the worst I've experienced.,complaint
I'm very disappointed with customer support.,complaint
When does my service renew?,account_inquiry
I'm very disappointed with delivery time.,complaint
Can you tell me more about the price feature?,product_information
I keep getting an error when trying to charge.,technical_support
How do I check my account balance?,account_inquiry
I'd like to cancel my order and receive a full refund.,refund_request
I want to return my phone and get a refund.,refund_request
I want to return my smartwatch and get a refund.,refund_request
I'm having trouble update with my printer.,technical_support
When does my subscription renew?,account_inquiry
Can I get my money back for headphones? It doesn't work properly.,refund_request
How do I install on my printer?,technical_support
When does my membership renew?,account_inquiry
Your delivery time is the worst I've experienced.,complaint
Can I update my email address?,account_inquiry
How do I sync on my headphones?,technical_support
Does the phone come with manual?,product_information
Is the smartwatch compatible with phone?,product_information
Can I update my email address?,account_inquiry
My phone won't connect. Can you help?,technical_support
How do I update on my laptop?,technical_support
The battery life feature isn't working on my phone.,technical_support
Can you tell me more about the camera quality feature?,product_information
Your service is the worst I've experienced.,complaint
How do I request a refund for order #20529?,refund_request
What's the difference between printer and phone?,product_information
How do I request a refund for order #59262?,refund_request
I'm filing a complaint about delivery time.,complaint
I'm filing a complaint about delivery time.,complaint
I keep getting an error when trying to connect.,technical_support
Is the camera compatible with laptop?,product_information
The specifications feature isn't working on my tablet.,technical_support
I want to return my smartwatch and get a refund.,refund_request
How do I request a refund for order #96713?,refund_request
Can I update my email address?,account_inquiry
What are the price of the tablet?,product_information
When does my plan renew?,account_inquiry
How do I verify my account?,account_inquiry
I forgot my password. Can you help me reset it?,account_inquiry
How do I verify my account?,account_inquiry
What are the dimensions of the tablet?,product_information
How do I check my account settings?,account_inquiry
What are the specifications of the tablet?,product_information
What are the specifications of the phone?,product_information
Does the laptop come with charger?,product_information
I'm filing a complaint about packaging.,complaint
Is the headphones compatible with camera?,product_information
When does my membership renew?,account_inquiry
I forgot my password. Can you help me reset it?,account_inquiry
I forgot my password. Can you help me reset it?,account_inquiry
What are the warranty of the phone?,product_information
The camera quality feature isn't working on my printer.,technical_support
Can you tell me more about the price feature?,product_information
The camera quality feature isn't working on my tablet.,technical_support
I keep getting an error when trying to turn on.,technical_support
I'm filing a complaint about delivery time.,complaint
I keep getting an error when trying to turn on.,technical_support
Can you tell me more about the price feature?,product_information
Your packaging is the worst I've experienced.,complaint
Can you tell me more about the warranty feature?,product_information
How do I request a refund for order #30077?,refund_request
How do I check my account status?,account_inquiry
My printer won't charge. Can you help?,technical_support
Your customer support is the worst I've experienced.,complaint
I keep getting an error when trying to update.,technical_support
How do I verify my account?,account_inquiry
What's the difference between tablet and phone?,product_information
I'm having trouble sync with my tablet.,technical_support
Can I update my preferences?,account_inquiry
When does my service renew?,account_inquiry
Can you tell me more about the dimensions feature?,product_information
My phone won't charge. Can you help?,technical_support
I keep getting an error when trying to turn on.,technical_support
I've been waiting 3 days for refund and still nothing!,complaint
I want to return my headphones and get a refund.,refund_request
How do I download on my headphones?,technical_support
Can I update my email address?,account_inquiry
The headphones arrived damaged. I need a refund please.,refund_request
Can you tell me more about the price feature?,product_information
How do I delete my account?,account_inquiry
Can I update my preferences?,account_inquiry
Can I get my money back for smartwatch? It doesn't work properly.,refund_request
I've been waiting 2 weeks for refund and still nothing!,complaint
I forgot my password. Can you help me reset it?,account_inquiry
I'm filing a complaint about delivery time.,complaint
What's the difference between tablet and phone?,product_information
How do I check my account status?,account_inquiry
The price feature isn't working on my headphones.,technical_support
I'm very disappointed with service.,complaint
This is unacceptable. The product quality is terrible.,complaint
I forgot my password. Can you help me reset it?,account_inquiry
How do I check my account balance?,account_inquiry
I keep getting an error when trying to charge.,technical_support
I've been waiting too long for replacement and still nothing!,complaint
When does my service renew?,account_inquiry
I forgot my password. Can you help me reset it?,account_inquiry
My phone won't install. Can you help?,technical_support
The tablet arrived damaged. I need a refund please.,refund_request
I'm filing a complaint about product quality.,complaint
I want to return my phone and get a refund.,refund_request
How do I request a refund for order #66942?,refund_request
How do I request a refund for order #79677?,refund_request
Is the phone compatible with camera?,product_information
The smartwatch arrived damaged. I need a refund please.,refund_request
Can I update my preferences?,account_inquiry
I'm filing a complaint about customer support.,complaint
This is unacceptable. The customer support is terrible.,complaint
Can you tell me more about the camera quality feature?,product_information
This is unacceptable. The service is terrible.,complaint
How do I access my account?,account_inquiry
I'd like to cancel my order and receive a full refund.,refund_request
How do I request a refund for order #47497?,refund_request
How do I check my account history?,account_inquiry
When does my service renew?,account_inquiry
Does the phone come with case?,product_information
What are the price of the tablet?,product_information
Is the headphones compatible with camera?,product_information
The tablet arrived damaged. I need a refund please.,refund_request
Your delivery time is the worst I've experienced.,complaint
Can I get my money back for tablet? It doesn't work properly.,refund_request
Can you tell me more about the warranty feature?,product_information
I'm filing a complaint about product quality.,complaint
I want to return my smartwatch and get a refund.,refund_request
What's the difference between tablet and camera?,product_information
I keep getting an error when trying to sync.,technical_support
I'm very disappointed with packaging.,complaint
This is unacceptable. The product quality is terrible.,complaint
How do I request a refund for order #57301?,refund_request
This is unacceptable. The product quality is terrible.,complaint
What's the difference between smartwatch and smartwatch?,product_information
How do I request a refund for order #73636?,refund_request
My smartwatch won't connect. Can you help?,technical_support
How do I sync on my laptop?,technical_support
What's the difference between headphones and headphones?,product_information
I've been waiting 2 weeks for response and still nothing!,complaint
What's the difference between phone and headphones?,product_information
I've been waiting a month for replacement and still nothing!,complaint
Can you tell me more about the specifications feature?,product_information
I'd like to cancel my order and receive a full refund.,refund_request
I'm filing a complaint about delivery time.,complaint
How do I delete my account?,account_inquiry
How do I turn on on my phone?,technical_support
The warranty feature isn't working on my laptop.,technical_support
I keep getting an error when trying to download.,technical_support
What's the difference between laptop and printer?,product_information
Does the smartwatch come with case?,product_information
Is the headphones compatible with headphones?,product_information
How do I sync on my printer?,technical_support
I've been waiting 2 weeks for replacement and still nothing!,complaint
What are the battery life of the laptop?,product_information
The headphones arrived damaged. I need a refund please.,refund_request
Can I update my email address?,account_inquiry
Can you tell me more about the warranty feature?,product_information
How do I check my account balance?,account_inquiry
I'm very disappointed with customer support.,complaint
This is unacceptable. The product quality is terrible.,complaint
How do I request a refund for order #89964?,refund_request
Is the camera compatible with tablet?,product_information
The warranty feature isn't working on my smartwatch.,technical_support
Does the tablet come with warranty?,product_information
What's the difference between smartwatch and camera?,product_information
My laptop won't download. Can you help?,technical_support
How do I connect on my laptop?,technical_support
I'm very disappointed with customer support.,complaint
What are the warranty of the camera?,product_information
Can I update my email address?,account_inquiry
Can you tell me more about the battery life feature?,product_information
The specifications feature isn't working on my printer.,technical_support
When does my membership renew?,account_inquiry
Can you tell me more about the camera quality feature?,product_information
I'm very disappointed with product quality.,complaint
This is unacceptable. The product quality is terrible.,complaint
This is unacceptable. The customer support is terrible.,complaint
How do I sync on my headphones?,technical_support
My laptop won't download. Can you help?,technical_support
I'm very disappointed with product quality.,complaint
I'm very disappointed with product quality.,complaint
I'm having trouble charge with my smartwatch.,technical_support
I keep getting an error when trying to turn on.,technical_support
I'd like to cancel my order and receive a full refund.,refund_request
When does my membership renew?,account_inquiry
How do I check my account status?,account_inquiry
How do I request a refund for order #53439?,refund_request
The warranty feature isn't working on my camera.,technical_support
The battery life feature isn't working on my laptop.,technical_support
Is the laptop compatible with laptop?,product_information
I'm filing a complaint about delivery time.,complaint
Can you tell me more about the price feature?,product_information
What are the price of the laptop?,product_information
What are the dimensions of the laptop?,product_information
When does my subscription renew?,account_inquiry
How do I change my account?,account_inquiry
The tablet arrived damaged. I need a refund please.,refund_request
Can you tell me more about the specifications feature?,product_information
I'd like to cancel my order and receive a full refund.,refund_request
I'm very disappointed with packaging.,complaint
I forgot my password. Can you help me reset it?,account_inquiry
Can you tell me more about the specifications feature?,product_information
Can I update my preferences?,account_inquiry
Does the smartwatch come with warranty?,product_information
How do I check my account status?,account_inquiry
How do I turn on on my laptop?,technical_support
What's the difference between phone and tablet?,product_information
How do I check my account history?,account_inquiry
I want to return my smartwatch and get a refund.,refund_request
This is unacceptable. The delivery time is terrible.,complaint
I'm filing a complaint about product quality.,complaint
What are the price of the printer?,product_information
When does my membership renew?,account_inquiry
I keep getting an error when trying to turn on.,technical_support
How do I charge on my camera?,technical_support
When does my subscription renew?,account_inquiry
My headphones won't charge. Can you help?,technical_support
Does the laptop come with warranty?,product_information
How do I request a refund for order #69466?,refund_request
What's the difference between laptop and phone?,product_information
How do I connect on my tablet?,technical_support
Does the camera come with cables?,product_information
The phone arrived damaged. I need a refund please.,refund_request
Can you tell me more about the battery life feature?,product_information
How do I check my account settings?,account_inquiry
Can you tell me more about the specifications feature?,product_information
Can I update my shipping address?,account_inquiry
The phone arrived damaged. I need a refund please.,refund_request
I'm having trouble download with my camera.,technical_support
Can you tell me more about the battery life feature?,product_information
I keep getting an error when trying to sync.,technical_support
How do I update on my printer?,technical_support
Can you tell me more about the dimensions feature?,product_information
I'm having trouble update with my laptop.,technical_support
Can I update my email address?,account_inquiry
I'm having trouble install with my printer.,technical_support
I want to return my phone and get a refund.,refund_request
I keep getting an error when trying to connect.,technical_support
Your customer support is the worst I've experienced.,complaint
I keep getting an error when trying to charge.,technical_support
I'm having trouble install with my phone.,technical_support
I want to return my laptop and get a refund.,refund_request
Can you tell me more about the warranty feature?,product_information
My printer won't charge. Can you help?,technical_support
I'd like to cancel my order and receive a full refund.,refund_request
My laptop won't install. Can you help?,technical_support
Does the phone come with warranty?,product_information
How do I check my account settings?,account_inquiry
My smartwatch won't download. Can you help?,technical_support
Your service is the worst I've experienced.,complaint
How do I download on my laptop?,technical_support
I'd like to cancel my order and receive a full refund.,refund_request
Does the phone come with cables?,product_information
I'm very disappointed with packaging.,complaint
Can I get my money back for tablet? It doesn't work properly.,refund_request
I want to return my printer and get a refund.,refund_request
I forgot my password. Can you help me reset it?,account_inquiry
My laptop won't turn on. Can you help?,technical_support
My laptop won't sync. Can you help?,technical_support
Your delivery time is the worst I've experienced.,complaint
Your service is the worst I've experienced.,complaint
I'd like to cancel my order and receive a full refund.,refund_request
The tablet arrived damaged. I need a refund please.,refund_request
The battery life feature isn't working on my smartwatch.,technical_support
I've been waiting 3 days for refund and still nothing!,complaint
What are the price of the laptop?,product_information
I'm having trouble sync with my phone.,technical_support
Can I update my preferences?,account_inquiry
Does the printer come with cables?,product_information
Your customer support is the worst I've experienced.,complaint
This is unacceptable. The customer support is terrible.,complaint
Is the smartwatch compatible with printer?,product_information
When does my service renew?,account_inquiry
My tablet won't connect. Can you help?,technical_support
What are the battery life of the smartwatch?,product_information
When does my membership renew?,account_inquiry
Can I get my money back for phone? It doesn't work properly.,refund_request
I want to return my camera and get a refund.,refund_request
What's the difference between tablet and phone?,product_information
How do I download on my headphones?,technical_support
Can I get my money back for camera? It doesn't work properly.,refund_request
I'm very disappointed with customer support.,complaint
Can you tell me more about the warranty feature?,product_information
Is the headphones compatible with smartwatch?,product_information
What are the dimensions of the smartwatch?,product_information
Can I update my shipping address?,account_inquiry
I've been waiting 3 days for order and still nothing!,complaint
Can you tell me more about the dimensions feature?,product_information
I'm having trouble charge with my laptop.,technical_support
I want to return my laptop and get a refund.,refund_request
I'm having trouble sync with my smartwatch.,technical_support
What are the price of the phone?,product_information
I'd like to cancel my order and receive a full refund.,refund_request
How do I check my account history?,account_inquiry
I keep getting an error when trying to update.,technical_support
Can you tell me more about the specifications feature?,product_information
I keep getting an error when trying to install.,technical_support
How do I check my account status?,account_inquiry
Your product quality is the worst I've experienced.,complaint
When does my subscription renew?,account_inquiry
What are the dimensions of the tablet?,product_information
This is unacceptable. The delivery time is terrible.,complaint
How do I check my account status?,account_inquiry
Can I get my money back for printer? It doesn't work properly.,refund_request
How do I check my account settings?,account_inquiry
Can I update my preferences?,account_inquiry
I'm very disappointed with packaging.,complaint
How do I request a refund for order #16342?,refund_request
How do I check my account balance?,account_inquiry
I'm filing a complaint about packaging.,complaint
How do I change my account?,account_inquiry
What are the dimensions of the printer?,product_information
The printer arrived damaged. I need a refund please.,refund_request
Is the phone compatible with headphones?,product_information
I'm filing a complaint about delivery time.,complaint
What are the specifications of the tablet?,product_information
I forgot my password. Can you help me reset it?,account_inquiry
I've been waiting over a week for response and still nothing!,complaint
What are the price of the smartwatch?,product_information
My smartwatch won't sync. Can you help?,technical_support
Does the headphones come with charger?,product_information
Can I get my money back for camera? It doesn't work properly.,refund_request
What's the difference between camera and headphones?,product_information
I'm filing a complaint about customer support.,complaint
Your customer support is the worst I've experienced.,complaint
When does my plan renew?,account_inquiry
This is unacceptable. The customer support is terrible.,complaint
The price feature isn't working on my laptop.,technical_support
Can I get my money back for smartwatch? It doesn't work properly.,refund_request
What are the battery life of the camera?,product_information
Can you tell me more about the camera quality feature?,product_information
The warranty feature isn't working on my phone.,technical_support
I'm having trouble download with my phone.,technical_support
When does my subscription renew?,account_inquiry
I forgot my password. Can you help me reset it?,account_inquiry
Can I update my payment method?,account_inquiry
What are the warranty of the printer?,product_information
The tablet arrived damaged. I need a refund please.,refund_request
Can I get my money back for camera? It doesn't work properly.,refund_request
How do I change my account?,account_inquiry
The price feature isn't working on my headphones.,technical_support
How do I verify my account?,account_inquiry
I'd like to cancel my order and receive a full refund.,refund_request
I'm having trouble install with my printer.,technical_support
Is the smartwatch compatible with phone?,product_information
Can I get my money back for phone? It doesn't work properly.,refund_request
Is the headphones compatible with phone?,product_information
What's the difference between smartwatch and camera?,product_information
I'm very disappointed with packaging.,complaint
How do I install on my headphones?,technical_support
My tablet won't connect. Can you help?,technical_support
Does the tablet come with case?,product_information
Is the printer compatible with phone?,product_information
How do I install on my laptop?,technical_support
Can I get my money back for phone? It doesn't work properly.,refund_request
Is the camera compatible with headphones?,product_information
How do I access my account?,account_inquiry
My printer won't sync. Can you help?,technical_support
What are the price of the camera?,product_information
This is unacceptable. The packaging is terrible.,complaint
Can I update my email address?,account_inquiry
What are the dimensions of the laptop?,product_information
How do I change my account?,account_inquiry
How do I check my account settings?,account_inquiry
How do I request a refund for order #53806?,refund_request
The camera arrived damaged. I need a refund please.,refund_request
Can I update my shipping address?,account_inquiry
What's the difference between headphones and phone?,product_information
How do I request a refund for order #32939?,refund_request
Can you tell me more about the camera quality feature?,product_information
How do I update on my laptop?,technical_support
What are the warranty of the printer?,product_information
I forgot my password. Can you help me reset it?,account_inquiry
The warranty feature isn't working on my printer.,technical_support
When does my service renew?,account_inquiry
I'm having trouble connect with my smartwatch.,technical_support
When does my service renew?,account_inquiry
I want to return my smartwatch and get a refund.,refund_request
What are the warranty of the printer?,product_information
What are the battery life of the phone?,product_information
Does the laptop come with warranty?,product_information
The price feature isn't working on my phone.,technical_support
I'm having trouble sync with my phone.,technical_support
This is unacceptable. The service is terrible.,complaint
I'm very disappointed with packaging.,complaint
Does the tablet come with case?,product_information
I'd like to cancel my order and receive a full refund.,refund_request
Is the phone compatible with camera?,product_information
I want to return my laptop and get a refund.,refund_request
I'm having trouble update with my smartwatch.,technical_support
I want to return my tablet and get a refund.,refund_request
What's the difference between smartwatch and headphones?,product_information
Does the laptop come with charger?,product_information
Can I update my preferences?,account_inquiry
How do I change my account?,account_inquiry
The warranty feature isn't working on my smartwatch.,technical_support
I'm having trouble turn on with my smartwatch.,technical_support
I'm having trouble download with my phone.,technical_support
The smartwatch arrived damaged. I need a refund please.,refund_request
How do I check my account status?,account_inquiry
I'm filing a complaint about service.,complaint
Is the headphones compatible with phone?,product_information
This is unacceptable. The customer support is terrible.,complaint
This is unacceptable. The delivery time is terrible.,complaint
Your service is the worst I've experienced.,complaint
When does my plan renew?,account_inquiry
How do I request a refund for order #70338?,refund_request
How do I verify my account?,account_inquiry
When does my service renew?,account_inquiry
The specifications feature isn't working on my printer.,technical_support
I'd like to cancel my order and receive a full refund.,refund_request
How do I sync on my laptop?,technical_support
I've been waiting 3 days for replacement and still nothing!,complaint
How do I request a refund for order #85471?,refund_request
Your delivery time is the worst I've experienced.,complaint
The laptop arrived damaged. I need a refund please.,refund_request
When does my membership renew?,account_inquiry
This is unacceptable. The service is terrible.,complaint
Can I get my money back for phone? It doesn't work properly.,refund_request
I'd like to cancel my order and receive a full refund.,refund_request
Is the laptop compatible with printer?,product_information
Is the phone compatible with camera?,product_information
Can I get my money back for smartwatch? It doesn't work properly.,refund_request
I want to return my headphones and get a refund.,refund_request
Can I update my payment method?,account_inquiry
Can you tell me more about the camera quality feature?,product_information
The printer arrived damaged. I need a refund please.,refund_request
I keep getting an error when trying to connect.,technical_support
I forgot my password. Can you help me reset it?,account_inquiry
Can you tell me more about the battery life feature?,product_information
I'm having trouble install with my phone.,technical_support
Can I get my money back for phone? It doesn't work properly.,refund_request
The warranty feature isn't working on my laptop.,technical_support
My tablet won't sync. Can you help?,technical_support
I want to return my camera and get a refund.,refund_request
Can you tell me more about the dimensions feature?,product_information
Can I get my money back for headphones? It doesn't work properly.,refund_request
Can I update my email address?,account_inquiry
This is unacceptable. The customer support is terrible.,complaint
I'd like to cancel my order and receive a full refund.,refund_request
I forgot my password. Can you help me reset it?,account_inquiry
I want to return my printer and get a refund.,refund_request
Your delivery time is the worst I've experienced.,complaint
What's the difference between tablet and camera?,product_information
What are the battery life of the headphones?,product_information
What are the battery life of the tablet?,product_information
Can you tell me more about the battery life feature?,product_information
When does my membership renew?,account_inquiry
How do I check my account balance?,account_inquiry
Can you tell me more about the battery life feature?,product_information
How do I check my account balance?,account_inquiry
Can I get my money back for printer? It doesn't work properly.,refund_request
I'm filing a complaint about service.,complaint
Your packaging is the worst I've experienced.,complaint
When does my service renew?,account_inquiry
How do I request a refund for order #20351?,refund_request
I'm filing a complaint about customer support.,complaint
I want to return my phone and get a refund.,refund_request
This is unacceptable. The product quality is terrible.,complaint
I'm filing a complaint about delivery time.,complaint
My camera won't connect. Can you help?,technical_support
I'd like to cancel my order and receive a full refund.,refund_request
Your customer support is the worst I've experienced.,complaint
How do I request a refund for order #67961?,refund_request
I want to return my headphones and get a refund.,refund_request
I forgot my password. Can you help me reset it?,account_inquiry
I'm filing a complaint about service.,complaint
When does my service renew?,account_inquiry
Can I update my email address?,account_inquiry
I'm very disappointed with customer support.,complaint
I've been waiting too long for refund and still nothing!,complaint
Can you tell me more about the camera quality feature?,product_information
I'm filing a complaint about service.,complaint
Can I update my payment method?,account_inquiry
What's the difference between camera and printer?,product_information
What's the difference between headphones and tablet?,product_information
I forgot my password. Can you help me reset it?,account_inquiry
The specifications feature isn't working on my laptop.,technical_support
Can I update my email address?,account_inquiry
I'd like to cancel my order and receive a full refund.,refund_request
This is unacceptable. The service is terrible.,complaint
How do I sync on my smartwatch?,technical_support
What's the difference between laptop and tablet?,product_information
Can I get my money back for laptop? It doesn't work properly.,refund_request
Can I get my money back for smartwatch? It doesn't work properly.,refund_request
Does the laptop come with manual?,product_information
Can you tell me more about the price feature?,product_information
When does my subscription renew?,account_inquiry
I'm filing a complaint about service.,complaint
How do I access my account?,account_inquiry
What's the difference between printer and printer?,product_information
The dimensions feature isn't working on my printer.,technical_support
Is the phone compatible with phone?,product_information
I've been waiting over a week for order and still nothing!,complaint
How do I update my account?,account_inquiry
I've been waiting a month for replacement and still nothing!,complaint
The price feature isn't working on my printer.,technical_support
I forgot my password. Can you help me reset it?,account_inquiry
How do I request a refund for order #66725?,refund_request
Can I get my money back for laptop? It doesn't work properly.,refund_request
The camera quality feature isn't working on my printer.,technical_support
Can I get my money back for phone? It doesn't work properly.,refund_request
I want to return my camera and get a refund.,refund_request
Your service is the worst I've experienced.,complaint
Does the headphones come with manual?,product_information
This is unacceptable. The product quality is terrible.,complaint
I'm filing a complaint about packaging.,complaint
Does the headphones come with manual?,product_information
I forgot my password. Can you help me reset it?,account_inquiry
I forgot my password. Can you help me reset it?,account_inquiry
Does the laptop come with manual?,product_information
I keep getting an error when trying to install.,technical_support
The printer arrived damaged. I need a refund please.,refund_request
How do I request a refund for order #67080?,refund_request
I keep getting an error when trying to sync.,technical_support
Is the phone compatible with printer?,product_information
I forgot my password. Can you help me reset it?,account_inquiry
I'm very disappointed with delivery time.,complaint
I'd like to cancel my order and receive a full refund.,refund_request
Can you tell me more about the specifications feature?,product_information
How do I check my account balance?,account_inquiry
How do I connect on my laptop?,technical_support
I want to return my headphones and get a refund.,refund_request
The tablet arrived damaged. I need a refund please.,refund_request
This is unacceptable. The service is terrible.,complaint
Can you tell me more about the battery life feature?,product_information
The warranty feature isn't working on my phone.,technical_support
When does my membership renew?,account_inquiry
I'm filing a complaint about packaging.,complaint
When does my service renew?,account_inquiry
I'm filing a complaint about packaging.,complaint
The camera arrived damaged. I need a refund please.,refund_request
This is unacceptable. The service is terrible.,complaint
I forgot my password. Can you help me reset it?,account_inquiry
What's the difference between tablet and smartwatch?,product_information
How do I check my account history?,account_inquiry
How do I install on my tablet?,technical_support
I keep getting an error when trying to update.,technical_support
Is the laptop compatible with smartwatch?,product_information
What's the difference between headphones and phone?,product_information
The camera arrived damaged. I need a refund please.,refund_request
Does the headphones come with warranty?,product_information
The tablet arrived damaged. I need a refund please.,refund_request
How do I change my account?,account_inquiry
I keep getting an error when trying to turn on.,technical_support
The dimensions feature isn't working on my smartwatch.,technical_support
I forgot my password. Can you help me reset it?,account_inquiry
What are the warranty of the laptop?,product_information
My camera won't update. Can you help?,technical_support
Is the phone compatible with phone?,product_information
I keep getting an error when trying to download.,technical_support
What's the difference between tablet and tablet?,product_information
Is the smartwatch compatible with laptop?,product_information
I've been waiting a month for replacement and still nothing!,complaint
I'd like to cancel my order and receive a full refund.,refund_request
My headphones won't install. Can you help?,technical_support
Is the tablet compatible with smartwatch?,product_information
I'm filing a complaint about product quality.,complaint
When does my plan renew?,account_inquiry
I'm having trouble sync with my smartwatch.,technical_support
How do I change my account?,account_inquiry
Does the camera come with charger?,product_information
My headphones won't connect. Can you help?,technical_support
Can you tell me more about the dimensions feature?,product_information
What's the difference between phone and phone?,product_information
How do I request a refund for order #15569?,refund_request
Does the smartwatch come with cables?,product_information
I'd like to cancel my order and receive a full refund.,refund_request
This is unacceptable. The service is terrible.,complaint
Does the laptop come with manual?,product_information
Your service is the worst I've experienced.,complaint
I keep getting an error when trying to turn on.,technical_support
I'm having trouble connect with my headphones.,technical_support
Can you tell me more about the warranty feature?,product_information
This is unacceptable. The product quality is terrible.,complaint
I keep getting an error when trying to connect.,technical_support
I want to return my headphones and get a refund.,refund_request
Can you tell me more about the dimensions feature?,product_information
I'm very disappointed with packaging.,complaint
I want to return my headphones and get a refund.,refund_request
I'm having trouble download with my tablet.,technical_support
When does my subscription renew?,account_inquiry
I'm having trouble download with my printer.,technical_support
How do I request a refund for order #82284?,refund_request
How do I connect on my printer?,technical_support
I'm having trouble download with my smartwatch.,technical_support
I'm filing a complaint about packaging.,complaint
I forgot my password. Can you help me reset it?,account_inquiry
I'd like to cancel my order and receive a full refund.,refund_request
How do I update on my smartwatch?,technical_support
How do I download on my tablet?,technical_support
I want to return my camera and get a refund.,refund_request
Can I get my money back for smartwatch? It doesn't work properly.,refund_request
This is unacceptable. The product quality is terrible.,complaint
What's the difference between smartwatch and smartwatch?,product_information
When does my service renew?,account_inquiry
What are the dimensions of the smartwatch?,product_information
What are the dimensions of the smartwatch?,product_information
Can I update my preferences?,account_inquiry
Your customer support is the worst I've experienced.,complaint
I'm having trouble sync with my headphones.,technical_support
How do I check my account status?,account_inquiry
The phone arrived damaged. I need a refund please.,refund_request
How do I charge on my headphones?,technical_support
How do I access my account?,account_inquiry
The headphones arrived damaged. I need a refund please.,refund_request
Can I update my preferences?,account_inquiry
What are the specifications of the headphones?,product_information
Can I get my money back for tablet? It doesn't work properly.,refund_request
How do I turn on on my smartwatch?,technical_support
Your delivery time is the worst I've experienced.,complaint
Can I get my money back for headphones? It doesn't work properly.,refund_request
I'm very disappointed with product quality.,complaint
What's the difference between smartwatch and tablet?,product_information
I've been waiting too long for refund and still nothing!,complaint
Your packaging is the worst I've experienced.,complaint
Does the phone come with case?,product_information
How do I connect on my laptop?,technical_support
How do I check my account history?,account_inquiry
Can you tell me more about the warranty feature?,product_information
I've been waiting 2 weeks for response and still nothing!,complaint
This is unacceptable. The packaging is terrible.,complaint
Is the printer compatible with phone?,product_information
I keep getting an error when trying to download.,technical_support
Your product quality is the worst I've experienced.,complaint
What's the difference between smartwatch and phone?,product_information
Does the laptop come with manual?,product_information
I forgot my password. Can you help me reset it?,account_inquiry
How do I check my account history?,account_inquiry
The camera quality feature isn't working on my tablet.,technical_support
I'm filing a complaint about service.,complaint
Can I update my shipping address?,account_inquiry
What's the difference between printer and laptop?,product_information
How do I update my account?,account_inquiry
This is unacceptable. The delivery time is terrible.,complaint
The specifications feature isn't working on my camera.,technical_support
This is unacceptable. The product quality is terrible.,complaint
Your product quality is the worst I've experienced.,complaint
This is unacceptable. The customer support is terrible.,complaint
How do I verify my account?,account_inquiry
Your packaging is the worst I've experienced.,complaint
I want to return my printer and get a refund.,refund_request
I keep getting an error when trying to download.,technical_support
Does the tablet come with case?,product_information
How do I charge on my printer?,technical_support
The warranty feature isn't working on my printer.,technical_support
I want to return my phone and get a refund.,refund_request
The warranty feature isn't working on my headphones.,technical_support
I'm having trouble sync with my camera.,technical_support
Is the phone compatible with camera?,product_information
I keep getting an error when trying to install.,technical_support
How do I connect on my phone?,technical_support
I'd like to cancel my order and receive a full refund.,refund_request
How do I charge on my phone?,technical_support
